,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,mkdocs_theme,extra_dependencies,dependent_project_count,github_dependent_project_count,watchers_count,markdown_extension,trending,gitlab_id,gitlab_url,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
177,include directory to navigation,include_dir_to_nav,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-include-dir-to-nav,38757.0,38757.0,4,True,3.0,,,,,,,,,,,,,,,
178,mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,949.0,949.0,4,True,3.0,,,13.0,13.0,,,,,,,,,,,
179,Link Checker,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],,quality,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-linkcheck,24074.0,24074.0,4,True,3.0,,,,,,,,,,,,,,,
180,mktestdocs,,koaning/mktestdocs,mktestdocs,[],,quality,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mktestdocs,47696.0,47696.0,4,True,3.0,,,,,,,,,,,,,,,
181,exclude-search,exclude-search,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],,search-toc,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mkdocs-exclude-search,34843.0,34843.0,4,True,3.0,,,,,,,,,,,,,,,
182,pdf-with-js,pdf-with-js,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,943.0,943.0,4,True,3.0,,,13.0,13.0,,,,,,,,,,,
183,markdown-docs,,ldeluigi/markdown-docs,,['project'],,site-management,,{},,2026-09-01 12:55:33.600441,,,,,,,,,,,Generates documentation based on Markdown files and PlantUML syntax.,6.0,,,,4,True,3.0,,,112.0,112.0,,,,,,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-09-01 12:55:33.600441,50385.0,
184,MkDocs Merge,,ovasquez/mkdocs-merge,mkdocs-merge,[],,site-management,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-merge,2658.0,2658.0,4,True,3.0,,,9.0,9.0,,,,,,,,,,,
185,snippet,snippet,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-snippet-plugin,551.0,551.0,4,True,3.0,,,23.0,23.0,,,,,,,,,,,
186,git snippet,gitsnippet,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],,snippets-include,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,563.0,563.0,4,True,3.0,,,14.0,14.0,,,,,,,,,,,
187,Cluster,,,mkdocs-cluster,['theme'],,theming,,https://gitlab.com/kaliko/mkdocs-cluster,2016-06-02 15:03:33,2016-06-02 15:03:33.000000,,,2.0,,,1.0,6.0,,,0.0,Another bootstrap theme for MkDocs.,,https://pypi.org/project/mkdocs-cluster,308.0,308.0,3,True,3.0,cluster,,,,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,,,,,,
188,KPN for MkDocs,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],,theming,,{},,,,,,,,,,,,,,9.0,https://pypi.org/project/mkdocs-kpn,474.0,474.0,3,True,3.0,kpn,,8.0,8.0,,,,,,,,,,,
189,Moonstone,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-moonstone,111.0,111.0,3,True,3.0,moonstone,,18.0,18.0,,,,,,,,,,,
190,Lantana,,WSOFT-Project/lantana,lantana,['theme'],,theming,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/lantana,236.0,236.0,3,True,3.0,lantana,,8.0,8.0,,,,,,,,,,,
191,mkdocstrings-vba,,mkdocstrings/vba,mkdocstrings-vba,,,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocstrings-vba,308.0,308.0,3,True,3.0,,,3.0,3.0,,,,,,,,,,,
192,plotly charts,plotly,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-plotly-plugin,3026.0,3026.0,3,True,3.0,,,,,,,,,,,,,,,
193,mkdocs-bpmn-js,bpmn-js,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-bpmn-js,1164.0,1164.0,3,True,3.0,,,1.0,1.0,,,,,,,,,,,
194,mkdocs-markmap,markmap,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-markmap,1664.0,1664.0,3,True,3.0,,,,,,,,,,,,,,,
195,mkdocs-jupyterlite,jupyterlite,NickCrews/mkdocs-jupyterlite,mkdocs-jupyterlite,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-jupyterlite,3686.0,3686.0,3,True,3.0,,,,,,,,,,,,,,,
196,codeyaml,codeyaml,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],MIT,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-codeyaml-plugin,63.0,63.0,3,True,3.0,,,2.0,2.0,,,,,,,,,,,
197,mkdocs-add-teaser,mkdocs-add-teaser,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],,html-css,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-add-teaser,387.0,387.0,3,True,3.0,,,8.0,8.0,,,,,,,,,,,
198,mkdocs_safe_text,mkdocs_safe_text,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],,html-css,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,438.0,438.0,3,True,3.0,,,10.0,10.0,,,,,,,,,,,
199,MkDocs Pygments,pygments,pawamoy/mkdocs-pygments,,['plugin'],ISC,html-css,,{},,,,,,,,,,,,,,,,,,3,True,3.0,,,7.0,7.0,,,,,,,,,,,
200,tooltipster-links,tooltipster-links,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,100.0,100.0,3,True,3.0,,,31.0,31.0,,,,,,,,,,,
201,HEARTBEATS Flavored Markdown,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/hbfm,405.0,405.0,3,True,3.0,,,10.0,10.0,,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,
202,MarkdownSubscript,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/MarkdownSubscript,70.0,70.0,3,True,3.0,,,59.0,59.0,,subscript,,,,,,,,,
203,KBD Extension,,RickTalken/kbdextension,kbdextension,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/kbdextension,100.0,100.0,3,True,3.0,,,12.0,12.0,,kbdextension,,,,,,,,,
204,caption,,flywire/caption,,['markdown'],,markdown,,{},,,,,,,,,,,,,,4.0,,,,3,True,3.0,,,74.0,74.0,,"['caption', 'image_captions', 'table_captions']",,,,,,,,,
205,mkdocs-nav-enhancements,mkdocs-nav-enhancements,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-nav-enhancements,4602.0,4602.0,3,True,3.0,,,,,,,,,,,,,,,
206,mkdocs-gallery,gallery,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-gallery,4665.0,4665.0,3,True,3.0,,,,,,,,,,,,,,,
207,vim-md-tags,vim-md-tags,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,75.0,75.0,3,True,3.0,,,12.0,12.0,,,,,,,,,,,
208,multirepo,,wilhelmer/mkdocs-multirepo,mkdocs-multirepo,[],,site-management,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-multirepo,395.0,395.0,3,True,3.0,,,3.0,3.0,,,,,,,,,,,
209,mkdocs-auto-refresh-build-pages,auto-refresh-build-pages,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,266.0,266.0,3,True,3.0,,,7.0,7.0,,,,,,,,,,,
210,MkHack3rs,,,,['project'],,charts,,https://eskool.gitlab.io/mkhack3rs/,2021-05-01 11:44:57,2021-05-01 11:44:57.000000,,,1.0,,,,4.0,,,0.0,Hacks & Integrations for Mkdocs / Material Theme.,,,,,2,True,3.0,,,,,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,,,,,,
211,Windmill Dark,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-windmill-dark,542.0,542.0,2,True,3.0,windmill-dark,,,,,,,,,,,,,,
212,mkdocs-theme-topdf,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-theme-topdf,69.0,69.0,2,True,3.0,topdf,,4.0,4.0,,,,,,,,,,,
213,Bootstrap 4,"['bootstrap4-blockquotes', 'bootstrap4-tables']",LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],,theming,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,256.0,256.0,2,True,3.0,bootstrap4,,,,,,,,,['mkdocs_theme'],,,,,
214,Ivory,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],,theming,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-ivory,1797.0,1797.0,2,True,3.0,ivory,,,,,,,,,,,,,,
215,Zettelkasten,['zettelkasten'],buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],,theming,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-zettelkasten,131.0,131.0,2,True,3.0,zettelkasten,,7.0,7.0,,,,,,,,,,,
216,Alabaster,,notpushkin/mkdocs-alabaster,mkdocs-alabaster,['theme'],,theming,,{},,,,,,,,,,,,,,10.0,https://pypi.org/project/mkdocs-alabaster,539.0,539.0,2,True,3.0,alabaster,,,,,,,,,,,,,,
217,Risonia,"['risonia/color-theme', 'risonia/w3css-classes']",unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],,theming,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-risonia-theme,51.0,51.0,2,True,3.0,risonia,,4.0,4.0,,,,,,,,,,,
218,Torillic,,TEParsons/torillic,mkdocs-torillic,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-torillic,361.0,361.0,2,True,3.0,torillic,,,,,,,,,,,,,,
219,Landing,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],,theming,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-landing,87.0,87.0,2,True,3.0,landing,,8.0,8.0,,,,,,,,,,,
220,mkdocs-curriculum-vitae,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],,theming,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,82.0,82.0,2,True,3.0,curriculum-vitae,,3.0,3.0,,,,,,,,,,,
221,automacdoc,,AlexandreKempf/automacdoc,automacdoc,[],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/automacdoc,351.0,351.0,2,True,3.0,,,,,,,,,,,,,,,
222,mktheapidocs,mktheapidocs,greenape/mktheapidocs,mktheapidocs,['plugin'],,api-docs,,{},,,,,,,,,,,,,,6.0,https://pypi.org/project/mktheapidocs,766.0,766.0,2,True,3.0,,,,,,,,,,,,,,,
223,mkdocstrings-matlab,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,,api-docs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocstrings-matlab,1082.0,1082.0,2,True,3.0,,,2.0,2.0,,,,,,,,,,,
224,mkdocs-pipeline-visualizer,pipeline-visualizer,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],,api-docs,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-pipeline-visualizer,58.0,58.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
225,ansible-document,,,ansible-mkdocs,[],,api-docs,,https://pypi.org/project/ansible-mkdocs/,,,,,,,,,,,,,Auto-generate ansible role documentation.,,https://pypi.org/project/ansible-mkdocs,25.0,25.0,2,True,3.0,,,,,,,,,,,,,,,
226,mkdocs-apidescribed-plugin,apidescribed,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-apidescribed-plugin,216.0,216.0,2,True,3.0,,,2.0,2.0,,,,,,,,,,,
227,docutools,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",axiros/docutools,docutools,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/docutools,221.0,221.0,2,True,3.0,,,,,,,,,,,,,,,
228,markdown-figcap,,funk1d/markdown-figcap,markdown-figcap,['markdown'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-figcap,91.0,91.0,2,True,3.0,,,7.0,7.0,,markdown_figcap,,,,,,,,,
229,Termage,termage,bczsalba/Termage,Termage,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/Termage,57.0,57.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
230,import-statement,import-statement,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-import-statement-plugin,113.0,113.0,2,True,3.0,,,4.0,4.0,,,,,,,,,,,
231,inline-svg,inline-svg,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],,charts,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,32.0,32.0,2,True,3.0,,,7.0,7.0,,,,,,,,,,,
232,pico-8,pico-8,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/pico8-mkdocs-plugin,64.0,64.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
233,badges,badges,six-two/mkdocs-badges,mkdocs-badges,['plugin'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-badges,1868.0,1868.0,2,True,3.0,,,,,,,,,,,,,,,
234,mkdocs-matplotlib,mkdocs_matplotlib,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],,charts,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-matplotlib,1832.0,1832.0,2,True,3.0,,,,,,,,,,,,,,,
235,pheasant,pheasant,daizutabi/pheasant,pheasant,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/pheasant,227.0,227.0,2,True,3.0,,,,,,,,,,,,,,,
236,mkjsfiddle,jsfiddle,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkjsfiddle,70.0,70.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
237,recently-updated,recently-updated,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],,git-info,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-recently-updated-docs,742.0,742.0,2,True,3.0,,,,,,,,,,,,,,,
238,git-latest-release,git-latest-release,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],,git-info,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,450.0,450.0,2,True,3.0,,,,,,,,,,,,,,,
239,Mkdocs translations plugin,translations,,mkdocs-translations,['plugin'],,i18n-l10n,,https://pypi.org/project/mkdocs-translations/,,,,,,,,,,,,,Internationalization plugin for mkdocs.,,https://pypi.org/project/mkdocs-translations,59.0,59.0,2,True,3.0,,,,,,,,,,,,,,,
240,ArgRef,argref,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,5.0,https://pypi.org/project/mkdocs-argref-plugin,633.0,633.0,2,True,3.0,,,,,,,,,,,,,,,
241,Tweetable quotes,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-tweetable,49.0,49.0,2,True,3.0,,,5.0,5.0,,tweetable.extension,,,,,,,,,
242,markdown-del-ins,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-del-ins,2147.0,2147.0,2,True,3.0,,,,,,markdown_del_ins,,,,,,,,,
243,markdown_sub_sup,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/markdown-sub-sup,669.0,669.0,2,True,3.0,,,,,,markdown_sub_sup,,,,,,,,,
244,Markdown Checklist,,FND/markdown-checklist,markdown-checklist,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/markdown-checklist,4795.0,4795.0,2,True,3.0,,,,,,markdown_checklist.extension,,,,,,,,,
245,select-files,select-files,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],,nav-pages,,{},,,,,,,,,,,,,Filter pages for assignments.,,https://pypi.org/project/mkdocs-select-files,68.0,68.0,2,True,3.0,,,9.0,9.0,,,,,,,,,,,
246,SWAN Gallery,swangallery,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-swangallery,79.0,79.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
247,mkdocs-navsorted-plugin,navsorted,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,mkdocs plugin to get nav sorted without yml directives.,,https://pypi.org/project/mkdocs-navsorted-plugin,233.0,233.0,2,True,3.0,,,2.0,2.0,,,,,,,,,,,
248,tags,tags,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],,search-toc,,{},,,,,,,,,,,,,Processes tags in yaml metadata.,3.0,https://pypi.org/project/mkdocs-plugin-tags,394.0,394.0,2,True,3.0,,,,,,,,,,,,,,,
249,extract listings,extract_listings,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],,search-toc,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-extract-listings-plugin,642.0,642.0,2,True,3.0,,,,,,,,,,,,,,,
250,mk2pdf-export,mk2pdf-export,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],,site-conversion,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,50.0,50.0,2,True,3.0,,,3.0,3.0,,,,,,,,,,,
251,progress,progress,rdilweb/mkdocs-plugin-progress,,['plugin'],,site-management,,{},,,,,,,,,,,,,,4.0,,,,2,True,3.0,,,42.0,42.0,,,,,,,,,,,
252,mkdocs-required-frontmatter-plugin,required-frontmatter,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],,site-management,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,281.0,281.0,2,True,3.0,,,2.0,2.0,,,,,,,,,,,
253,inari,inari,tkamenoko/inari,inari,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/inari,141.0,141.0,1,True,3.0,,,,,,,,,,,,,,,
254,mkdocs-yaarg-plugin,yaarg,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],,api-docs,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-yaarg-plugin,59.0,59.0,1,True,3.0,,,2.0,2.0,,,,,,,,,,,
255,mkdocs-typedoc,typedoc,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],,api-docs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-typedoc,532.0,532.0,1,True,3.0,,,,,,,,,,,,,,,
256,mkdocs-azure-pipelines,mkdocs-azure-pipelines,Wesztman/mkdocs-azure-pipelines,mkdocs-azure-pipelines,['plugin'],,api-docs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-azure-pipelines,53.0,53.0,1,True,3.0,,,2.0,2.0,,,,,,,,,,,
257,image-formatter-plugin,image-formatter,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],,charts,,{},,,,,,,,,,,,,,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,28.0,28.0,1,True,3.0,,,2.0,2.0,,,,,,,,,,,
258,thumbnails,thumbnails,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],,charts,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-thumbnails,92.0,92.0,1,True,3.0,,,,,,,,,,,,,,,
259,Github Releaase Changelog,mkdocs_github_changelog,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],,git-info,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-github-changelog,542.0,542.0,1,True,3.0,,,,,,,,,,,,,,,
260,mk-append-to-head,mk-append-to-head,marcelaodev/mk-append-to-head,mk-append-to-head,['plugin'],,html-css,,{},,,,,,,,,,,,,,,https://pypi.org/project/mk-append-to-head,29.0,29.0,1,True,3.0,,,,,,,,,,,,,,,
261,mkdocs-mdpo,mdpo,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],,i18n-l10n,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,129.0,129.0,1,True,3.0,,,,,,,,,,,,,,,
262,Vercel Password Protection,vercel_pw,six-two/mkdocs-vercel-pw-plugin,mkdocs-vercel-pw-plugin,['plugin'],,integrations,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-vercel-pw-plugin,33.0,33.0,1,True,3.0,,,,,,,,,,,,,,,
263,mkdocs-mcp,mcp,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],,integrations,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-mcp,72.0,72.0,1,True,3.0,,,,,,,,,,,,,,,
264,webcontext,webcontext,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,108.0,108.0,1,True,3.0,,,6.0,6.0,,,,,,,,,,,
265,mkdocs-issues-plugin,mkdocs-issues-plugin,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,https://pypi.org/project/mkdocs-issues-plugin,55.0,55.0,1,True,3.0,,,1.0,1.0,,,,,,,,,,,
266,python-asciimathml,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],,markdown,,{},,,,,,,,,,,,,,8.0,https://pypi.org/project/asciimathml,46.0,46.0,1,True,3.0,,,,,,mdx_asciimathml,,,,,,,,,
267,Django Static Image,,,markdown-djangostaticimage,['markdown'],,markdown,,https://pypi.org/project/markdown-djangostaticimage/,,,,,,,,,,,,,,,https://pypi.org/project/markdown-djangostaticimage,24.0,24.0,1,True,3.0,,,,,,django_static_image,1.0,,,,,,,,melvinkcx/markdown-extension-django-static-image
268,markdown-icons,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],,markdown,,{},,,,,,,,,,,,,,4.0,https://pypi.org/project/markdown-iconfonts,41.0,41.0,1,True,3.0,,,,,,iconfonts,,,,,,,,,
269,Semantic Data Extension,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-semanticdata,22.0,22.0,1,True,3.0,,,,,,mdx_semanticdata,,,,,,,,,
270,Semantic WikiLinks Extension,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-semanticwikilinks,23.0,23.0,1,True,3.0,,,,,,mdx_semanticwikilinks,,,,,,,,,
271,Cite Extension,,aleray/mdx_cite,mdx-cite,['markdown'],,markdown,,{},,,,,,,,,,,,,,,https://pypi.org/project/mdx-cite,21.0,21.0,1,True,3.0,,,,,,mdx_cite,,,,,,,,,
272,pagenav-generator,pagenav-generator,Andre601/mkdocs-pagenav-generator,,['plugin'],MIT,nav-pages,,{},,,,,,,,,,,,,,2.0,,,,1,True,3.0,,,,,,,,,,,,,,,
273,MkRefs,mkrefs,DerwenAI/mkrefs,mkrefs,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/mkrefs,99.0,99.0,1,True,3.0,,,5.0,5.0,,,,,,,,,,,
274,MkDocs Remove Sections Plugin,remove_sections,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-remove-sections-plugin,33.0,33.0,1,True,3.0,,,,,,,,,,,,,,,
275,authors,authors,thomaszwagerman/mkdocs-authors-plugin,mkdocs-authors-plugin,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-authors-plugin,33.0,33.0,1,True,3.0,,,,,,,,,,,,,,,
276,mkdocs-codecheck,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],,quality,,{},,,,,,,,,,,,,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",6.0,https://pypi.org/project/mkdocs-codecheck,25.0,25.0,1,True,3.0,,,,,,,,,,,,,,,
