,name,mkdocs_plugin,github_id,pypi_id,labels,license,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,mkdocs_theme,extra_dependencies,dependent_project_count,github_dependent_project_count,watchers_count,markdown_extension,trending,gitlab_id,gitlab_url,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
293,Family tree example,,unverbuggt/mkdocs-familytree-example,,[],,charts,,{},,,,,,,,,,,,,,6.0,,,,0,True,,,,,,,,,,,,,,,,
294,jinja2sandbox,jinja2sandbox,rkoe/mkdocs-jinja2sandbox,,['plugin'],,code-exec-templating,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
295,docstyler,docstyler,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],,html-css,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
296,swagger,swagger,allevo/mkdocs-swagger-plugin,,['plugin'],,integrations,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
297,factsheet,factsheet,inuits/mkdocs-factsheet,,['plugin'],,integrations,,{},,,,,,,,,,,,,,4.0,,,,0,True,,,,,,,,,,,,,,,,
298,emailprotect,emailprotect,rkoe/mkdocs-emailprotect,,['plugin'],,links-refs,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
299,alternate-link,alternate-link,cmitu/mkdocs-altlink-plugin,,['plugin'],,links-refs,,{},,,,,,,,,,,,,,3.0,,,,0,True,,,,,,,,,,,,,,,,
300,MarkdownSubscript,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],,markdown,,{},,,,,,,,,,,,,,2.0,https://pypi.org/project/MarkdownSubscript,83.0,83.0,0,True,,,,,,,subscript,,,,,,,,,
301,awesome-list,awesome-list,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],,nav-pages,,{},,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,
302,mkdocs-pug,,,mkdocs-pug,[],,nav-pages,,,,,,,,,,,,,,,,,https://pypi.org/project/mkdocs-pug,4.0,4.0,0,True,,,,,,,,,,,,,,,,
303,mkdocs-rtl,,mberneti/mkdocs-rtl,,[],,theming,,{},,,,,,,,,,,,,,2.0,,,,-1,True,3.0,,,,,,,,,,,,,,,
