,name,markdown_extension,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,mkdocs_plugin,license,trending,extra_dependencies,mkdocs_theme,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
261,mkdocs-azure-pipelines,,Wesztman/mkdocs-azure-pipelines,mkdocs-azure-pipelines,['plugin'],api-docs,{},2.0,2.0,3.0,https://pypi.org/project/mkdocs-azure-pipelines,62.0,62.0,,1,True,3.0,mkdocs-azure-pipelines,,,,,,,,,,,,,,,,,,,
262,Markdown aafigure,markdown_aafigure,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,{},,,2.0,https://pypi.org/project/markdown-aafigure,260.0,260.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,,
263,image-formatter-plugin,,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],charts,{},2.0,2.0,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,86.0,86.0,,1,True,3.0,image-formatter,,,,,,,,,,,,,,,,,,,
264,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],charts,{},,,,https://pypi.org/project/mkdocs-thumbnails,107.0,107.0,,1,True,3.0,thumbnails,,,,,,,,,,,,,,,,,,,
265,mk-append-to-head,,marcelaodev/mk-append-to-head,mk-append-to-head,['plugin'],html-css,{},,,,https://pypi.org/project/mk-append-to-head,60.0,60.0,,1,True,3.0,mk-append-to-head,,,,,,,,,,,,,,,,,,,
266,mkdocs-mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,{},,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,134.0,134.0,,1,True,3.0,mdpo,,,,,,,,,,,,,,,,,,,
267,MkDocs Dependency License Information,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,{},,,2.0,https://pypi.org/project/mkdocs-licenseinfo,907.0,907.0,,1,True,3.0,mkdocs_licenseinfo,,,,,,,,,,,,,,,,,,,
268,Vercel Password Protection,,six-two/mkdocs-vercel-pw-plugin,mkdocs-vercel-pw-plugin,['plugin'],integrations,{},,,,https://pypi.org/project/mkdocs-vercel-pw-plugin,64.0,64.0,,1,True,3.0,vercel_pw,,,,,,,,,,,,,,,,,,,
269,mkdocs-mcp,,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],integrations,{},,,,https://pypi.org/project/mkdocs-mcp,118.0,118.0,,1,True,3.0,mcp,,,,,,,,,,,,,,,,,,,
270,Django Static Image,django_static_image,,markdown-djangostaticimage,['markdown'],markdown,https://pypi.org/project/markdown-djangostaticimage/,,,,https://pypi.org/project/markdown-djangostaticimage,57.0,57.0,,1,True,3.0,,,1.0,,,,,,,,,,,,,,,,,melvinkcx/markdown-extension-django-static-image
271,Semantic Data Extension,mdx_semanticdata,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-semanticdata,54.0,54.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,,
272,Semantic WikiLinks Extension,mdx_semanticwikilinks,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-semanticwikilinks,54.0,54.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,,
273,Cite Extension,mdx_cite,aleray/mdx_cite,mdx-cite,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-cite,40.0,40.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,,
274,pagenav-generator,,Andre601/mkdocs-pagenav-generator,,['plugin'],nav-pages,{},,,2.0,,,,,1,True,3.0,pagenav-generator,MIT,,,,,,,,,,,,,,,,,,
275,MkDocs Remove Sections Plugin,,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-remove-sections-plugin,89.0,89.0,,1,True,3.0,remove_sections,,,,,,,,,,,,,,,,,,,
276,authors,,thomaszwagerman/mkdocs-authors-plugin,mkdocs-authors-plugin,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-authors-plugin,75.0,75.0,,1,True,3.0,authors,,,,,,,,,,,,,,,,,,,
277,helm,,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],site-conversion,{},,,,https://pypi.org/project/mkdocs-helm,79.0,79.0,,1,True,3.0,helm-repo,,,,,,,,,,,,,,,,,,,
278,mkdocs-autozip,,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],site-conversion,{},,,,https://pypi.org/project/mkdocs-autozip,141.0,141.0,,1,True,3.0,autozip,,,,,,,,,,,,,,,,,,,
279,mkdocs-zip-folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,{},,,2.0,https://pypi.org/project/mkdocs-zip-folders,319.0,319.0,,1,True,3.0,zip_folders,,,,,,,,,,,,,,,,,,,
280,multiple,,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,{},,,2.0,https://pypi.org/project/mkdocs-multiple,609.0,609.0,,1,True,3.0,multiple,,,,,,,,,,,,,,,,,,,
281,mkdocs-new-features-notifier,,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,{},,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,944.0,944.0,,1,True,3.0,mkdocs-new-features-notifier,,,,,,,,,,,,,,,,,,,
282,octadocs-adr,,octadocs/octadocs-adr,octadocs-adr,['plugin'],site-management,{},,,,https://pypi.org/project/octadocs-adr,69.0,69.0,,1,True,3.0,octadocs_adr,,,,,,,,,,,,,,,,,,,
283,mkdocs-yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,{},7.0,7.0,2.0,https://pypi.org/project/mkdocs-yamp,119.0,119.0,,1,True,3.0,yamp,,,,,,,,,,,,,,,,,,,
284,mkdocs-note,,virtualguard101/mkdocs-note,mkdocs-note,['plugin'],site-management,{},,,2.0,https://pypi.org/project/mkdocs-note,714.0,714.0,,1,True,3.0,mkdocs-note,,,,,,,,,,,,,,,,,,,
285,docSkimmer,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,{},,,,,,,,0,True,,,,,,docskimmer,,,,,,,,,,,,,,,
286,Bootstrap 4,,LukeCarrier/mkdocs-theme-bootstrap4,mkdocs-theme-bootstrap4,['theme'],theming,{},,,3.0,https://pypi.org/project/mkdocs-theme-bootstrap4,,,,0,True,,"['bootstrap4-blockquotes', 'bootstrap4-tables']",,,,bootstrap4,,,,,,,,,,['mkdocs_theme'],,,,,
287,automacdoc,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,{},,,6.0,https://pypi.org/project/automacdoc,,,,0,True,,,,,,,,,,,,,,,,,,,,,
288,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,{},,,3.0,,,,,0,True,,doxygen,,,,,,,,,,,,,,,,,,,
289,blog,,andyoakley/mkdocs-blog,,['plugin'],blogging,{},,,,,,,,0,True,,blog,,,,,,,,,,,,,,,,,,,
290,python-mkblog,,derJD/python-mkblog,mkblog,['plugin'],blogging,{},,,2.0,https://pypi.org/project/mkblog,89.0,89.0,,0,True,,mkblog,,,,,,,,,,,,,,,,,,,
291,sequence-js,,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,{},,,,,,,,0,True,,sequence-js,,,,,,,,,,,,,,,,,,,
292,Family tree example,,unverbuggt/mkdocs-familytree-example,,[],charts,{},,,6.0,,,,,0,True,,,,,,,,,,,,,,,,,,,,,
293,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,{},,,,,,,,0,True,,jinja2sandbox,,,,,,,,,,,,,,,,,,,
294,docstyler,,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],html-css,{},,,,,,,,0,True,,docstyler,,,,,,,,,,,,,,,,,,,
295,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,{},,,,,,,,0,True,,swagger,,,,,,,,,,,,,,,,,,,
296,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,{},,,4.0,,,,,0,True,,factsheet,,,,,,,,,,,,,,,,,,,
297,emailprotect,,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,{},,,,,,,,0,True,,emailprotect,,,,,,,,,,,,,,,,,,,
298,alternate-link,,cmitu/mkdocs-altlink-plugin,,['plugin'],links-refs,{},,,3.0,,,,,0,True,,alternate-link,,,,,,,,,,,,,,,,,,,
299,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,{},,,,,,,,0,True,,awesome-list,,,,,,,,,,,,,,,,,,,
300,mkdocs-pug,,,mkdocs-pug,[],nav-pages,,,,,https://pypi.org/project/mkdocs-pug,8.0,8.0,,0,True,,,,,,,,,,,,,,,,,,,,,
301,mkdocs-codecheck,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,{},,,6.0,https://pypi.org/project/mkdocs-codecheck,19.0,19.0,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",0,True,,,,,,,,,,,,,,,,,,,,,
302,mkdocs-rtl,,mberneti/mkdocs-rtl,,[],theming,{},,,2.0,,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,,
303,Ivory,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,{},,,2.0,https://pypi.org/project/mkdocs-ivory,,,,-1,True,3.0,,,,,ivory,,,,,,,,,,,,,,,
